Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions
C7327,6420,781,0.2883,8.22,729,8.81,0.9334,24,LinkedIn,Carousel,55+,Female,North America,139239,6355.8,21.91,2024-04-07,2708
C8365,5980,349,0.0555,17.13,311,19.23,0.8911,25,Instagram,Video,45-54,Female,Africa,57224,6279.0,9.11,2024-09-19,6288
C5953,8730,681,0.125,12.82,554,15.76,0.8135,25,LinkedIn,Image,25-34,Male,Asia,76452,9166.5,8.34,2024-08-11,5448
C3081,2480,1475,0.2291,1.68,29,85.52,0.0197,18,Google,Text,25-34,Male,South America,2668,2405.6,1.11,2024-04-04,6438
C5505,8960,968,0.2322,9.26,637,14.07,0.6581,12,Instagram,Carousel,55+,Other,Africa,35035,9139.2,3.83,2024-10-19,4168
C2441,8710,305,0.1028,28.56,164,53.11,0.5377,23,Facebook,Carousel,55+,Other,Europe,5084,9145.5,0.56,2024-08-18,2966
C6314,5210,714,0.1515,7.3,465,11.2,0.6513,10,Instagram,Video,25-34,Female,Asia,51150,5001.6,10.23,2025-01-22,4712
C5834,4940,969,0.1986,5.1,731,6.76,0.7544,13,LinkedIn,Text,25-34,Male,Africa,116229,4841.2,24.01,2024-02-18,4879
C4080,7340,488,0.2776,15.04,327,22.45,0.6701,16,YouTube,Carousel,25-34,Male,South America,47415,7340.0,6.46,2024-06-09,1757
C5468,7020,68,0.0069,103.24,24,292.5,0.3529,27,Instagram,Image,18-24,Male,North America,2856,7020.0,0.41,2024-09-07,9855
C6822,5300,754,0.1224,7.03,536,9.89,0.7109,20,Instagram,Text,55+,Female,South America,57352,5459.0,10.51,2025-01-29,6160
C3521,8800,1616,0.2981,5.45,852,10.33,0.5272,9,Facebook,Carousel,35-44,Female,Africa,120984,8712.0,13.89,2024-10-21,5420
C3725,8840,209,0.0444,42.3,39,226.67,0.1866,28,YouTube,Text,35-44,Other,Asia,6357,8486.4,0.75,2025-02-09,4707
C4257,2160,1846,0.2266,1.17,670,3.22,0.3629,11,LinkedIn,Video,25-34,Female,Europe,44220,2052.0,21.55,2024-09-22,8146
C2710,5760,1031,0.1827,5.59,933,6.17,0.9049,7,YouTube,Image,25-34,Other,Europe,34521,5875.2,5.88,2024-06-12,5643
C9247,4070,354,0.0377,11.5,215,18.93,0.6073,24,LinkedIn,Text,55+,Other,North America,35475,4070.0,8.72,2024-07-21,9389
C9280,9380,1395,0.2025,6.72,1376,6.82,0.9864,24,Facebook,Video,35-44,Other,South America,253184,9004.8,28.12,2025-02-01,6888
C6381,5170,250,0.0271,20.68,171,30.23,0.684,10,Google,Carousel,25-34,Female,South America,27531,5273.4,5.22,2025-01-20,9225
C5150,9450,1211,0.188,7.8,276,34.24,0.2279,7,Google,Video,55+,Other,South America,34500,9072.0,3.8,2024-07-04,6441
C2717,4920,643,0.1311,7.65,50,98.4,0.0778,14,Google,Carousel,35-44,Other,South America,6450,5018.4,1.29,2024-08-20,4904
C5033,9490,1557,1.1373,6.1,296,32.06,0.1901,25,LinkedIn,Text,45-54,Female,North America,51208,9110.4,5.62,2024-07-07,1369
C6173,9940,755,0.2569,13.17,441,22.54,0.5841,26,Google,Carousel,45-54,Other,Asia,86877,9940.0,8.74,2024-07-29,2938
C4854,7790,717,0.1391,10.86,647,12.04,0.9024,14,LinkedIn,Text,35-44,Male,Europe,29115,7634.2,3.81,2024-09-09,5154
C1497,5380,1797,0.547,2.99,246,21.87,0.1369,10,Instagram,Image,45-54,Female,Europe,28536,5595.2,5.1,2024-04-09,3285
C9982,4660,1452,0.1802,3.21,1265,3.68,0.8712,7,YouTube,Video,55+,Female,South America,49335,4846.4,10.18,2024-10-12,8057
C1283,3290,764,0.0786,4.31,291,11.31,0.3809,28,Instagram,Video,55+,Other,South America,58200,3290.0,17.69,2024-03-25,9720
C4136,7360,1103,0.6321,6.67,890,8.27,0.8069,24,Google,Video,45-54,Female,Europe,116590,7360.0,15.84,2024-06-27,1744
C4037,8180,1784,0.18,4.59,186,43.98,0.1043,25,Facebook,Image,18-24,Female,South America,5952,8589.0,0.69,2024-06-22,9911
C7284,9270,1804,0.6056,5.14,1143,8.11,0.6336,20,Google,Carousel,18-24,Other,Europe,99441,9270.0,10.73,2025-01-12,2978
C6379,2320,821,0.0949,2.83,218,10.64,0.2655,21,Facebook,Text,25-34,Female,Africa,12208,2227.2,5.48,2024-12-08,8651
C8219,4270,437,0.0671,9.77,218,19.59,0.4989,22,Google,Image,35-44,Other,Europe,31828,4312.7,7.38,2024-11-12,6512
C9424,9820,201,0.0261,48.86,130,75.54,0.6468,14,Facebook,Image,45-54,Female,North America,11050,9918.2,1.11,2024-10-22,7701
C1414,7850,1446,0.2259,5.43,211,37.2,0.1459,7,Google,Text,25-34,Other,Africa,10339,8242.5,1.25,2024-07-23,6401
C1317,9460,1478,0.1544,6.4,921,10.27,0.6231,19,Facebook,Text,45-54,Male,South America,160254,9270.8,17.29,2024-09-30,9572
C5675,3760,743,0.0824,5.06,50,75.2,0.0673,21,Instagram,Video,55+,Female,Europe,6250,3760.0,1.66,2024-06-28,9016
C4602,4000,1692,0.4561,2.36,1234,3.24,0.7293,14,LinkedIn,Video,45-54,Male,South America,144378,4080.0,35.39,2024-08-18,3709
C8479,6330,283,0.191,22.37,84,75.36,0.2968,18,Facebook,Carousel,55+,Other,Asia,11928,6013.5,1.98,2024-03-10,1481
C9364,2060,697,0.0713,2.96,596,3.46,0.8551,25,YouTube,Carousel,18-24,Female,Europe,111452,2121.8,52.53,2024-12-12,9775
C3227,7150,933,0.3523,7.66,907,7.88,0.9721,8,Google,Video,18-24,Other,North America,109747,7507.5,14.62,2024-03-24,2648
C2057,3780,1629,0.8137,2.32,765,4.94,0.4696,7,Google,Video,55+,Female,Europe,31365,3893.4,8.06,2024-12-30,2001
C5167,9620,114,0.0288,84.39,53,181.51,0.4649,19,LinkedIn,Video,45-54,Female,Africa,6148,9235.2,0.67,2024-07-25,3958
C4578,9840,1950,0.2719,5.05,691,14.24,0.3544,21,YouTube,Video,25-34,Other,South America,29022,9643.2,3.01,2024-05-07,7171
C1187,3040,968,0.1794,3.14,659,4.61,0.6808,10,Instagram,Text,25-34,Other,Africa,39540,3100.8,12.75,2024-04-30,5395
C7175,8600,65,0.0113,132.31,42,204.76,0.6462,27,Facebook,Text,35-44,Female,South America,3066,8686.0,0.35,2024-07-30,5752
C4107,5970,1780,0.1874,3.35,35,170.57,0.0197,29,LinkedIn,Text,35-44,Other,South America,3465,5850.6,0.59,2024-03-31,9498
C6717,4900,787,0.113,6.23,634,7.73,0.8056,12,Facebook,Text,18-24,Other,North America,67204,4900.0,13.72,2025-01-12,6964
C4255,5010,1783,0.2738,2.81,216,23.19,0.1211,10,YouTube,Carousel,25-34,Male,Asia,15552,5210.4,2.98,2024-10-31,6512
C9768,9610,356,0.0943,26.99,89,107.98,0.25,28,Google,Image,25-34,Female,Asia,4628,9610.0,0.48,2024-07-11,3775
C3049,5850,689,0.149,8.49,196,29.85,0.2845,7,Instagram,Text,55+,Other,Asia,29792,6084.0,4.9,2024-04-09,4624
C4219,5820,1896,0.267,3.07,128,45.47,0.0675,11,Instagram,Carousel,18-24,Male,Africa,9728,5529.0,1.76,2025-01-06,7101
C8974,9790,763,0.0818,12.83,318,30.79,0.4168,28,LinkedIn,Carousel,45-54,Male,Africa,17172,10279.5,1.67,2024-12-13,9327
C1662,8440,1751,0.2021,4.82,871,9.69,0.4974,14,Google,Text,25-34,Female,Asia,63583,8355.6,7.61,2024-11-19,8664
C9053,9400,1962,0.3452,4.79,464,20.26,0.2365,28,LinkedIn,Image,55+,Male,Europe,76096,9306.0,8.18,2025-01-27,5683
C7953,4100,482,0.0526,8.51,149,27.52,0.3091,19,YouTube,Video,45-54,Male,North America,16539,3895.0,4.25,2024-05-27,9163
C6725,9430,519,0.144,18.17,460,20.5,0.8863,26,LinkedIn,Video,35-44,Male,Europe,77280,9052.8,8.54,2024-08-26,3604
C7311,3970,255,0.054,15.57,237,16.75,0.9294,25,YouTube,Carousel,35-44,Female,Asia,21330,4089.1,5.22,2024-10-16,4722
C2621,4300,83,0.0208,51.81,31,138.71,0.3735,7,Google,Text,55+,Male,Africa,3131,4128.0,0.76,2025-01-12,3990
C2740,9090,1315,0.1744,6.91,264,34.43,0.2008,23,Google,Image,45-54,Male,Europe,26400,9453.6,2.79,2024-09-16,7540
C2099,3180,765,0.1483,4.16,486,6.54,0.6353,15,Instagram,Text,18-24,Male,Europe,91854,3084.6,29.78,2024-05-16,5158
C1084,8020,182,0.0258,44.07,23,348.7,0.1264,15,LinkedIn,Video,18-24,Female,North America,3726,7779.4,0.48,2024-05-08,7054
C6744,8090,605,0.1012,13.37,308,26.27,0.5091,8,YouTube,Text,35-44,Male,South America,40964,7766.4,5.27,2024-08-17,5978
C7831,6900,305,0.0363,22.62,104,66.35,0.341,26,LinkedIn,Carousel,45-54,Female,Africa,5616,6693.0,0.84,2024-05-12,8402
C5824,5350,1919,1.1457,2.79,1388,3.85,0.7233,17,YouTube,Video,25-34,Other,Asia,145740,5510.5,26.45,2024-09-01,1674
C5104,4830,180,0.0353,26.83,84,57.5,0.4667,17,Facebook,Text,45-54,Other,South America,9576,4781.7,2.0,2024-02-12,5099
C4023,8600,593,0.0973,14.5,132,65.15,0.2226,16,LinkedIn,Image,25-34,Female,North America,4224,9030.0,0.47,2024-10-06,6094
C9157,8820,910,0.8742,9.69,804,10.97,0.8835,22,YouTube,Carousel,55+,Other,Asia,77988,8467.2,9.21,2024-04-02,1040
C3302,7120,1852,0.6754,3.84,904,7.88,0.4881,20,Instagram,Video,45-54,Female,North America,169952,7262.4,23.4,2024-10-16,2742
C2103,4890,525,0.0789,9.31,193,25.34,0.3676,22,Google,Text,18-24,Male,Europe,28564,4792.2,5.96,2024-06-14,6653
C8033,3780,233,0.0465,16.22,94,40.21,0.4034,29,Google,Video,25-34,Female,Europe,15322,3780.0,4.05,2024-04-29,5010
C7315,6290,883,0.1647,7.12,407,15.45,0.4609,23,YouTube,Video,45-54,Female,Asia,66748,5975.5,11.17,2024-12-19,5361
C8114,6940,717,0.1474,9.68,341,20.35,0.4756,17,Facebook,Text,18-24,Male,Europe,21483,7287.0,2.95,2024-03-31,4864
C9125,6820,569,0.0638,11.99,186,36.67,0.3269,19,Instagram,Carousel,35-44,Female,Asia,25668,6956.4,3.69,2024-02-12,8918
C4469,2700,384,0.0714,7.03,172,15.7,0.4479,27,Facebook,Text,55+,Male,Europe,20124,2592.0,7.76,2024-05-07,5378
C1444,7910,1520,0.7415,5.2,305,25.93,0.2007,19,Instagram,Image,18-24,Female,Europe,57340,7910.0,7.25,2024-06-18,2049
C5373,3100,533,0.2777,5.82,357,8.68,0.6698,24,YouTube,Video,45-54,Other,South America,68187,2976.0,22.91,2024-07-27,1919
C2284,8750,1345,0.2035,6.51,270,32.41,0.2007,8,Instagram,Video,55+,Male,North America,19170,8662.5,2.21,2025-02-05,6609
C5932,9050,1356,0.1913,6.67,837,10.81,0.6173,30,Facebook,Text,45-54,Male,South America,32643,9412.0,3.47,2024-07-05,7088
C1269,9680,1633,0.8157,5.93,653,14.82,0.3999,24,LinkedIn,Carousel,35-44,Male,Europe,85543,10067.2,8.5,2024-09-27,2001
C8433,9780,725,0.0734,13.49,584,16.75,0.8055,10,Facebook,Carousel,35-44,Female,Asia,98696,9388.8,10.51,2024-08-20,9877
C4957,2340,470,0.058,4.98,38,61.58,0.0809,29,Facebook,Carousel,18-24,Other,South America,6232,2410.2,2.59,2024-06-27,8103
C6303,9900,1513,0.1692,6.54,1512,6.55,0.9993,12,Google,Text,35-44,Male,Asia,175392,9999.0,17.54,2024-10-14,8942
C6667,4250,1877,0.2694,2.26,315,13.49,0.1678,30,Instagram,Image,18-24,Female,North America,34965,4420.0,7.91,2024-06-21,6967
C3885,3670,561,0.4456,6.54,10,367.0,0.0178,23,YouTube,Video,35-44,Female,Africa,1540,3486.5,0.44,2024-07-19,1258
C7293,4450,1899,0.2029,2.34,307,14.5,0.1617,24,Google,Text,18-24,Other,Europe,52497,4361.0,12.04,2024-06-04,9359
C1214,7260,1485,0.4104,4.89,1405,5.17,0.9461,27,Instagram,Carousel,18-24,Female,North America,126450,7477.8,16.91,2024-05-05,3618
C3571,2570,1889,0.1984,1.36,340,7.56,0.18,27,Instagram,Video,45-54,Female,Asia,28220,2621.4,10.77,2024-10-13,9521
C9108,8440,401,0.07,21.05,258,32.71,0.6434,12,Google,Text,55+,Female,Asia,33540,8018.0,4.18,2024-10-29,5728
C6011,2520,1060,0.2028,2.38,258,9.77,0.2434,23,YouTube,Text,45-54,Other,Asia,36636,2570.4,14.25,2024-05-04,5226
C7131,6820,1429,0.1432,4.77,692,9.86,0.4843,17,Facebook,Carousel,25-34,Female,North America,125944,7161.0,17.59,2024-12-06,9979
C9947,7810,227,0.0237,34.41,173,45.14,0.7621,29,Google,Carousel,55+,Female,Africa,6401,8044.3,0.8,2024-05-27,9578
C5359,7890,319,0.176,24.73,163,48.4,0.511,9,Instagram,Text,55+,Male,North America,25428,7811.1,3.26,2024-03-06,1812
C9481,8420,434,0.046,19.4,362,23.26,0.8341,18,Instagram,Video,45-54,Female,North America,11946,8167.4,1.46,2024-12-16,9434
C6120,6220,1733,0.2771,3.59,1229,5.06,0.7092,21,LinkedIn,Text,25-34,Female,South America,106923,6282.2,17.02,2024-05-15,6254
C9158,4920,189,0.0266,26.03,154,31.95,0.8148,22,LinkedIn,Image,18-24,Female,North America,29876,5116.8,5.84,2025-01-30,7105
C8696,3850,1207,0.2009,3.19,306,12.58,0.2535,18,Instagram,Video,35-44,Male,South America,22644,3811.5,5.94,2024-08-14,6007
C5073,2160,587,0.0884,3.68,438,4.93,0.7462,12,LinkedIn,Carousel,45-54,Female,South America,79716,2116.8,37.66,2024-09-21,6640
C6703,4900,1429,0.1764,3.43,289,16.96,0.2022,7,Google,Video,35-44,Female,Africa,40460,5145.0,7.86,2024-11-05,8100
C8955,6740,537,0.0583,12.55,50,134.8,0.0931,16,Google,Text,25-34,Other,Africa,2700,6537.8,0.41,2024-08-10,9210
C5956,5180,1491,0.1646,3.47,1467,3.53,0.9839,18,LinkedIn,Video,45-54,Other,North America,281664,5180.0,54.38,2024-02-26,9058
C9257,6730,1510,0.2319,4.46,1293,5.2,0.8563,22,Instagram,Carousel,45-54,Other,North America,98268,6999.2,14.04,2024-09-23,6511
C5172,9460,1056,0.1091,8.96,589,16.06,0.5578,23,Google,Image,35-44,Male,North America,54188,9365.4,5.79,2025-01-02,9679
C6616,4790,1592,0.2508,3.01,497,9.64,0.3122,30,Google,Carousel,18-24,Other,Europe,55167,4742.1,11.63,2024-05-06,6347
C4901,9520,235,0.0376,40.51,14,680.0,0.0596,8,Facebook,Image,35-44,Male,Africa,2282,9329.6,0.24,2024-03-27,6250
C3460,5620,1265,0.1738,4.44,21,267.62,0.0166,14,Google,Video,45-54,Other,Africa,2835,5844.8,0.49,2024-10-29,7278
C1550,3190,1692,0.2007,1.89,1396,2.29,0.8251,21,Google,Image,18-24,Other,North America,83760,3190.0,26.26,2024-07-06,8430
C9385,7920,1375,0.1758,5.76,174,45.52,0.1265,15,Google,Carousel,35-44,Other,North America,19836,8078.4,2.46,2024-03-15,7821
C7499,2930,146,0.0383,20.07,50,58.6,0.3425,10,Instagram,Carousel,45-54,Female,South America,3700,2842.1,1.3,2024-08-12,3812
C3295,4380,1644,0.2757,2.66,1252,3.5,0.7616,21,LinkedIn,Carousel,18-24,Male,North America,57592,4248.6,13.56,2024-03-17,5963
C3899,7130,958,0.1071,7.44,573,12.44,0.5981,12,LinkedIn,Video,55+,Other,North America,72198,7272.6,9.93,2024-10-16,8944
C2428,2370,260,0.1226,9.12,30,79.0,0.1154,15,LinkedIn,Carousel,35-44,Other,Asia,5460,2322.6,2.35,2024-04-24,2120
C3410,2590,1291,0.1318,2.01,392,6.61,0.3036,23,Google,Text,45-54,Other,Europe,23520,2538.2,9.27,2025-01-15,9795
C2682,6510,1777,0.3739,3.66,964,6.75,0.5425,19,LinkedIn,Video,35-44,Female,Europe,68444,6835.5,10.01,2024-07-05,4752
C1149,2440,1771,0.2563,1.38,47,51.91,0.0265,13,LinkedIn,Image,45-54,Female,Europe,1645,2464.4,0.67,2024-12-15,6909
C3731,5880,898,0.0908,6.55,266,22.11,0.2962,30,LinkedIn,Carousel,35-44,Other,Asia,33250,5762.4,5.77,2024-12-01,9889
C8833,4300,956,0.12,4.5,640,6.72,0.6695,29,YouTube,Video,35-44,Female,North America,99200,4257.0,23.3,2025-01-21,7966
C3638,3880,1880,0.9131,2.06,1223,3.17,0.6505,30,LinkedIn,Carousel,25-34,Male,North America,99063,3802.4,26.05,2024-07-27,2058
C4338,7190,292,0.0638,24.62,256,28.09,0.8767,28,YouTube,Text,55+,Female,Europe,48896,7549.5,6.48,2024-06-03,4576
C6752,5720,388,0.044,14.74,141,40.57,0.3634,30,YouTube,Video,35-44,Female,Africa,26226,5434.0,4.83,2024-05-29,8818
C3932,7400,571,0.2837,12.96,417,17.75,0.7303,24,Google,Carousel,45-54,Male,Asia,57963,7622.0,7.6,2024-03-19,2012
C5539,2820,1893,0.8929,1.49,1374,2.05,0.7258,7,Google,Image,55+,Other,South America,193734,2904.6,66.7,2024-03-19,2120
C3363,7500,1324,0.1383,5.66,740,10.14,0.5589,12,Facebook,Carousel,35-44,Female,North America,59940,7575.0,7.91,2024-06-28,9573
C7188,6160,1464,0.5579,4.21,349,17.65,0.2384,9,Facebook,Video,45-54,Other,North America,21638,6344.8,3.41,2024-11-28,2624
C3702,9060,665,0.094,13.62,561,16.15,0.8436,7,Instagram,Carousel,55+,Male,South America,33099,9422.4,3.51,2024-02-16,7074
C9268,3640,955,0.1729,3.81,544,6.69,0.5696,25,Instagram,Text,35-44,Other,South America,75616,3822.0,19.78,2025-02-07,5523
C2970,5950,684,0.1187,8.7,211,28.2,0.3085,14,Google,Carousel,18-24,Other,North America,11605,6128.5,1.89,2024-05-24,5762
C6942,5780,838,0.2374,6.9,682,8.48,0.8138,27,Instagram,Text,45-54,Female,North America,75702,5491.0,13.79,2024-09-13,3529
C6297,8750,1793,0.3259,4.88,1058,8.27,0.5901,8,YouTube,Text,18-24,Other,North America,86756,8750.0,9.91,2024-02-28,5501
C9090,5740,1571,0.697,3.65,1052,5.46,0.6696,16,YouTube,Video,55+,Male,Asia,143072,5912.2,24.2,2024-08-10,2253
C3450,9080,200,0.0258,45.4,77,117.92,0.385,26,Facebook,Carousel,55+,Other,Asia,13552,8898.4,1.52,2024-08-17,7751
C9143,4530,577,0.0678,7.85,166,27.29,0.2877,9,LinkedIn,Image,18-24,Other,North America,13446,4530.0,2.97,2025-01-11,8510
C7579,9310,1584,0.4761,5.88,710,13.11,0.4482,24,LinkedIn,Video,18-24,Male,Europe,58220,9030.7,6.45,2025-01-06,3327
C2635,9900,1517,0.5366,6.53,719,13.77,0.474,8,Instagram,Video,45-54,Male,Asia,114321,10098.0,11.32,2024-09-06,2827
C9636,3420,1101,0.264,3.11,1076,3.18,0.9773,10,YouTube,Video,45-54,Other,Asia,76396,3420.0,22.34,2024-12-06,4170
C5359,4750,1322,0.2481,3.59,1147,4.14,0.8676,23,Facebook,Video,35-44,Other,South America,153698,4797.5,32.04,2024-11-28,5328
C6827,2520,911,0.2751,2.77,508,4.96,0.5576,11,YouTube,Video,55+,Male,Europe,101092,2494.8,40.52,2024-09-06,3311
C7162,7210,225,0.1143,32.04,17,424.12,0.0756,11,YouTube,Image,18-24,Other,South America,1989,7498.4,0.27,2025-01-20,1968
C9487,5850,392,0.0627,14.92,73,80.14,0.1862,8,LinkedIn,Image,25-34,Male,Europe,12410,5557.5,2.23,2024-06-14,6251
C1404,4970,1943,0.2683,2.56,186,26.72,0.0957,10,LinkedIn,Image,45-54,Female,Europe,18786,4771.2,3.94,2025-01-18,7241
C7167,3610,1314,0.1527,2.75,684,5.28,0.5205,24,Google,Carousel,55+,Male,Africa,82080,3682.2,22.29,2024-05-14,8605
C5765,2070,347,0.0459,5.97,151,13.71,0.4352,9,YouTube,Image,55+,Female,South America,14798,2070.0,7.15,2024-11-29,7559
C8598,5140,1285,0.1314,4.0,664,7.74,0.5167,16,Google,Video,25-34,Other,Europe,21248,4934.4,4.31,2024-06-21,9779
C7285,8870,1202,0.293,7.38,691,12.84,0.5749,24,LinkedIn,Carousel,25-34,Male,Europe,102959,8426.5,12.22,2025-01-31,4102
C8511,7560,904,0.2306,8.36,887,8.52,0.9812,25,Instagram,Carousel,18-24,Female,Africa,163208,7938.0,20.56,2024-05-09,3920
C6999,9160,1334,0.1715,6.87,19,482.11,0.0142,21,Instagram,Text,55+,Other,Asia,3648,9251.6,0.39,2024-05-06,7778
C7645,6670,777,0.4584,8.58,201,33.18,0.2587,7,Instagram,Image,35-44,Male,Africa,22713,6469.9,3.51,2024-12-12,1695
C5782,6690,408,0.1429,16.4,321,20.84,0.7868,15,Facebook,Image,25-34,Female,South America,21186,6489.3,3.26,2025-01-30,2855
C7738,3500,1395,0.3259,2.51,177,19.77,0.1269,9,Facebook,Video,55+,Other,Africa,13452,3570.0,3.77,2024-09-03,4280
C9821,9400,1741,0.2261,5.4,514,18.29,0.2952,16,Instagram,Text,55+,Female,Africa,67848,9118.0,7.44,2024-11-19,7700
C5108,5240,1736,0.388,3.02,1613,3.25,0.9291,21,Instagram,Carousel,45-54,Male,South America,248402,5135.2,48.37,2024-09-02,4474
C4524,8760,390,0.1711,22.46,166,52.77,0.4256,17,Instagram,Image,35-44,Female,Europe,15438,8497.2,1.82,2024-04-23,2279
C8689,5740,1683,0.4309,3.41,1002,5.73,0.5954,21,Google,Video,35-44,Male,Africa,91182,5453.0,16.72,2024-04-17,3905
C4510,2670,267,0.216,10.0,253,10.55,0.9476,10,Facebook,Video,35-44,Other,South America,20240,2616.6,7.74,2024-11-28,1236
C1739,4520,881,0.1416,5.13,78,57.95,0.0885,24,LinkedIn,Video,18-24,Male,North America,4368,4610.4,0.95,2024-12-18,6221
C2962,3550,1448,0.1509,2.45,1268,2.8,0.8757,7,LinkedIn,Carousel,25-34,Female,Asia,45648,3479.0,13.12,2024-06-07,9595
C2934,3600,751,0.1244,4.79,304,11.84,0.4048,24,LinkedIn,Image,18-24,Female,Africa,24624,3780.0,6.51,2025-01-04,6036
C7251,2400,624,0.4548,3.85,475,5.05,0.7612,27,LinkedIn,Image,18-24,Female,South America,71250,2328.0,30.61,2024-08-07,1372
C2717,8480,1244,0.3967,6.82,935,9.07,0.7516,29,YouTube,Image,45-54,Male,South America,105655,8056.0,13.12,2024-04-15,3135
C4204,9140,433,0.0539,21.11,67,136.42,0.1547,29,LinkedIn,Image,25-34,Female,Asia,2680,9597.0,0.28,2024-03-30,8033
C7879,4600,1989,0.2464,2.31,532,8.65,0.2675,13,LinkedIn,Image,25-34,Male,Europe,98420,4784.0,20.57,2024-03-17,8072
C8192,4190,1293,0.4052,3.24,1076,3.89,0.8322,21,Instagram,Video,55+,Male,South America,157096,4022.4,39.06,2024-05-27,3191
C8384,6630,931,0.1991,7.12,476,13.93,0.5113,13,Facebook,Image,55+,Male,Europe,19040,6563.7,2.9,2025-01-24,4676
C8473,7090,631,0.2207,11.24,460,15.41,0.729,11,Instagram,Image,45-54,Male,Asia,45540,7373.6,6.18,2024-07-09,2859
C5468,9700,1123,0.2337,8.64,912,10.64,0.8121,7,LinkedIn,Carousel,45-54,Other,South America,76608,9312.0,8.23,2024-12-13,4805
C6459,6840,918,0.1259,7.45,676,10.12,0.7364,12,Instagram,Carousel,18-24,Female,South America,122356,7045.2,17.37,2024-04-25,7291
C1795,6900,1883,0.2058,3.66,197,35.03,0.1046,29,Instagram,Video,25-34,Other,North America,16154,7245.0,2.23,2024-06-03,9149
C6858,9960,1747,0.1972,5.7,540,18.44,0.3091,8,YouTube,Image,45-54,Other,Europe,80460,10258.8,7.84,2025-01-04,8859
C5457,4390,137,0.0168,32.04,37,118.65,0.2701,11,Facebook,Text,25-34,Other,North America,7030,4390.0,1.6,2024-03-16,8154
C6715,3450,1325,1.1116,2.6,375,9.2,0.283,11,YouTube,Text,45-54,Other,North America,60750,3346.5,18.15,2024-06-02,1191
C8175,3520,1644,0.6244,2.14,1237,2.85,0.7524,18,Instagram,Image,25-34,Other,Asia,141018,3555.2,39.67,2024-05-09,2632
C8313,4470,1273,0.1615,3.51,1109,4.03,0.8712,25,LinkedIn,Video,55+,Female,North America,136407,4380.6,31.14,2024-05-19,7882
C6429,5320,1433,0.2535,3.71,182,29.23,0.127,8,Facebook,Video,25-34,Female,North America,20748,5586.0,3.71,2024-08-21,5652
C6366,2200,1975,1.7026,1.11,792,2.78,0.401,14,Instagram,Image,55+,Male,Africa,83160,2156.0,38.57,2024-04-01,1159
C2108,3890,1423,0.1823,2.73,855,4.55,0.6008,14,Google,Video,35-44,Male,North America,119700,3890.0,30.77,2024-10-22,7805
C2439,5210,524,0.0611,9.94,263,19.81,0.5019,23,Instagram,Carousel,18-24,Male,Europe,38135,5470.5,6.97,2024-03-18,8576
C9899,6040,312,0.2342,19.36,294,20.54,0.9423,7,Instagram,Video,18-24,Male,Africa,52038,6160.8,8.45,2024-12-21,1332
C8258,5410,1857,0.2067,2.91,1070,5.06,0.5762,19,Facebook,Video,45-54,Female,Asia,191530,5193.6,36.88,2024-05-22,8984
C4606,2630,503,0.1065,5.23,334,7.87,0.664,10,Facebook,Carousel,45-54,Other,Asia,28390,2524.8,11.24,2025-02-02,4723
C9813,2160,702,0.1137,3.08,431,5.01,0.614,12,LinkedIn,Carousel,18-24,Male,South America,39221,2160.0,18.16,2024-06-22,6174
C2298,5730,497,0.0692,11.53,321,17.85,0.6459,8,LinkedIn,Image,45-54,Other,Asia,41730,5730.0,7.28,2024-07-30,7182
C8676,7590,1556,0.2244,4.88,458,16.57,0.2943,7,LinkedIn,Image,25-34,Female,South America,70532,7286.4,9.68,2024-03-19,6934
C2738,9300,825,0.0837,11.27,714,13.03,0.8655,26,LinkedIn,Image,25-34,Male,North America,99960,9207.0,10.86,2024-09-27,9856
C3114,8180,1156,0.1889,7.08,228,35.88,0.1972,28,LinkedIn,Carousel,25-34,Other,North America,43548,7934.6,5.49,2024-04-19,6119
C5327,8320,1417,0.5329,5.87,308,27.01,0.2174,17,Instagram,Text,25-34,Female,Europe,38192,8569.6,4.46,2025-02-07,2659
C8026,8830,1535,0.2441,5.75,441,20.02,0.2873,7,YouTube,Video,45-54,Male,Africa,62622,8918.3,7.02,2024-07-25,6288
C4487,4340,860,0.1003,5.05,19,228.42,0.0221,21,LinkedIn,Text,45-54,Male,Europe,2489,4513.6,0.55,2024-04-03,8574
C9199,6830,1513,1.3655,4.51,76,89.87,0.0502,25,YouTube,Carousel,25-34,Male,Asia,13452,6898.3,1.95,2024-09-24,1108
C8090,3080,1413,0.1445,2.18,110,28.0,0.0778,9,LinkedIn,Carousel,45-54,Other,Asia,20570,3018.4,6.81,2025-01-22,9778
C1630,2450,295,0.0414,8.31,243,10.08,0.8237,18,Instagram,Carousel,55+,Female,Africa,39123,2523.5,15.5,2025-02-04,7125
C1925,4570,853,0.0959,5.36,571,8.0,0.6694,15,Google,Carousel,25-34,Male,North America,56529,4615.7,12.25,2024-12-24,8894
C5875,9680,630,0.0806,15.37,17,569.41,0.027,23,LinkedIn,Text,18-24,Male,Asia,663,9486.4,0.07,2024-03-06,7816
C6988,8390,515,0.1152,16.29,143,58.67,0.2777,29,Google,Carousel,35-44,Female,North America,27885,8390.0,3.32,2024-06-19,4470
