Campaign_ID,Age_ID,Content_ID,Gender_ID,Platform_ID,Region_ID,Date_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Revenue,Spend,ROAS,Impressions
C6120,2,3,1,4,5,91,6220,1733,0.2771,3.59,1229,5.06,0.7092,21,106923,6282.2,17.02,6254
C9158,1,2,1,4,4,325,4920,189,0.0266,26.03,154,31.95,0.8148,22,29876,5116.8,5.84,7105
C8696,3,4,2,3,5,175,3850,1207,0.2009,3.19,306,12.58,0.2535,18,22644,3811.5,5.94,6007
C5073,4,1,1,4,5,205,2160,587,0.0884,3.68,438,4.93,0.7462,12,79716,2116.8,37.66,6640
C6703,3,4,1,2,1,248,4900,1429,0.1764,3.43,289,16.96,0.2022,7,40460,5145.0,7.86,8100
C8955,2,3,3,2,1,171,6740,537,0.0583,12.55,50,134.8,0.0931,16,2700,6537.8,0.41,9210
C5956,4,4,3,4,4,16,5180,1491,0.1646,3.47,1467,3.53,0.9839,18,281664,5180.0,54.38,9058
C9257,4,1,3,3,4,207,6730,1510,0.2319,4.46,1293,5.2,0.8563,22,98268,6999.2,14.04,6511
C5172,3,2,2,2,4,300,9460,1056,0.1091,8.96,589,16.06,0.5578,23,54188,9365.4,5.79,9679
C6616,1,1,3,2,3,82,4790,1592,0.2508,3.01,497,9.64,0.3122,30,55167,4742.1,11.63,6347
C4901,3,2,2,1,1,45,9520,235,0.0376,40.51,14,680.0,0.0596,8,2282,9329.6,0.24,6250
C3460,4,4,3,2,1,241,5620,1265,0.1738,4.44,21,267.62,0.0166,14,2835,5844.8,0.49,7278
C1550,1,2,3,2,4,142,3190,1692,0.2007,1.89,1396,2.29,0.8251,21,83760,3190.0,26.26,8430
C9385,3,1,3,2,4,34,7920,1375,0.1758,5.76,174,45.52,0.1265,15,19836,8078.4,2.46,7821
C7499,4,1,1,3,5,173,2930,146,0.0383,20.07,50,58.6,0.3425,10,3700,2842.1,1.3,3812
C3295,1,1,2,4,4,36,4380,1644,0.2757,2.66,1252,3.5,0.7616,21,57592,4248.6,13.56,5963
C3899,5,4,3,4,4,228,7130,958,0.1071,7.44,573,12.44,0.5981,12,72198,7272.6,9.93,8944
C2428,3,1,3,4,2,72,2370,260,0.1226,9.12,30,79.0,0.1154,15,5460,2322.6,2.35,2120
C3410,4,3,3,2,3,311,2590,1291,0.1318,2.01,392,6.61,0.3036,23,23520,2538.2,9.27,9795
C2682,3,4,1,4,3,141,6510,1777,0.3739,3.66,964,6.75,0.5425,19,68444,6835.5,10.01,4752
C1149,4,2,1,4,3,284,2440,1771,0.2563,1.38,47,51.91,0.0265,13,1645,2464.4,0.67,6909
C3731,3,1,3,4,2,271,5880,898,0.0908,6.55,266,22.11,0.2962,30,33250,5762.4,5.77,9889
C8833,3,4,1,5,4,317,4300,956,0.12,4.5,640,6.72,0.6695,29,99200,4257.0,23.3,7966
C3638,2,1,2,4,4,161,3880,1880,0.9131,2.06,1223,3.17,0.6505,30,99063,3802.4,26.05,2058
C4338,5,3,1,5,3,110,7190,292,0.0638,24.62,256,28.09,0.8767,28,48896,7549.5,6.48,4576
C6752,3,4,1,5,1,105,5720,388,0.044,14.74,141,40.57,0.3634,30,26226,5434.0,4.83,8818
C3932,4,1,2,2,2,38,7400,571,0.2837,12.96,417,17.75,0.7303,24,57963,7622.0,7.6,2012
C5539,5,2,3,2,5,38,2820,1893,0.8929,1.49,1374,2.05,0.7258,7,193734,2904.6,66.7,2120
C3363,3,1,1,1,4,134,7500,1324,0.1383,5.66,740,10.14,0.5589,12,59940,7575.0,7.91,9573
C7188,4,4,3,1,4,268,6160,1464,0.5579,4.21,349,17.65,0.2384,9,21638,6344.8,3.41,2624
C3702,5,1,2,3,5,6,9060,665,0.094,13.62,561,16.15,0.8436,7,33099,9422.4,3.51,7074
C9268,3,3,3,3,5,333,3640,955,0.1729,3.81,544,6.69,0.5696,25,75616,3822.0,19.78,5523
C2970,1,1,3,2,4,100,5950,684,0.1187,8.7,211,28.2,0.3085,14,11605,6128.5,1.89,5762
C6942,4,3,1,3,4,199,5780,838,0.2374,6.9,682,8.48,0.8138,27,75702,5491.0,13.79,3529
C6297,1,3,3,5,4,18,8750,1793,0.3259,4.88,1058,8.27,0.5901,8,86756,8750.0,9.91,5501
C9090,5,4,2,5,2,171,5740,1571,0.697,3.65,1052,5.46,0.6696,16,143072,5912.2,24.2,2253
C3450,5,1,3,1,2,177,9080,200,0.0258,45.4,77,117.92,0.385,26,13552,8898.4,1.52,7751
C9143,1,2,3,4,4,308,4530,577,0.0678,7.85,166,27.29,0.2877,9,13446,4530.0,2.97,8510
C7579,1,4,2,4,3,304,9310,1584,0.4761,5.88,710,13.11,0.4482,24,58220,9030.7,6.45,3327
C2635,4,4,2,3,2,193,9900,1517,0.5366,6.53,719,13.77,0.474,8,114321,10098.0,11.32,2827
C9636,4,4,3,5,2,275,3420,1101,0.264,3.11,1076,3.18,0.9773,10,76396,3420.0,22.34,4170
C5359,3,4,3,1,5,268,4750,1322,0.2481,3.59,1147,4.14,0.8676,23,153698,4797.5,32.04,5328
C6827,5,4,2,5,3,193,2520,911,0.2751,2.77,508,4.96,0.5576,11,101092,2494.8,40.52,3311
C7162,1,2,3,5,5,316,7210,225,0.1143,32.04,17,424.12,0.0756,11,1989,7498.4,0.27,1968
C9487,2,2,2,4,3,121,5850,392,0.0627,14.92,73,80.14,0.1862,8,12410,5557.5,2.23,6251
C1404,4,2,1,4,3,314,4970,1943,0.2683,2.56,186,26.72,0.0957,10,18786,4771.2,3.94,7241
C7167,5,1,2,2,1,90,3610,1314,0.1527,2.75,684,5.28,0.5205,24,82080,3682.2,22.29,8605
C5765,5,2,1,5,5,269,2070,347,0.0459,5.97,151,13.71,0.4352,9,14798,2070.0,7.15,7559
C8598,2,4,3,2,3,128,5140,1285,0.1314,4.0,664,7.74,0.5167,16,21248,4934.4,4.31,9779
C7285,2,1,2,4,3,326,8870,1202,0.293,7.38,691,12.84,0.5749,24,102959,8426.5,12.22,4102
C8511,1,1,1,3,1,85,7560,904,0.2306,8.36,887,8.52,0.9812,25,163208,7938.0,20.56,3920
C6999,5,3,3,3,2,82,9160,1334,0.1715,6.87,19,482.11,0.0142,21,3648,9251.6,0.39,7778
C7645,3,2,2,3,1,281,6670,777,0.4584,8.58,201,33.18,0.2587,7,22713,6469.9,3.51,1695
C5782,2,2,1,1,5,325,6690,408,0.1429,16.4,321,20.84,0.7868,15,21186,6489.3,3.26,2855
C7738,5,4,3,1,1,192,3500,1395,0.3259,2.51,177,19.77,0.1269,9,13452,3570.0,3.77,4280
C9821,5,3,1,3,1,261,9400,1741,0.2261,5.4,514,18.29,0.2952,16,67848,9118.0,7.44,7700
C5108,4,1,2,3,5,191,5240,1736,0.388,3.02,1613,3.25,0.9291,21,248402,5135.2,48.37,4474
C4524,3,2,1,3,3,71,8760,390,0.1711,22.46,166,52.77,0.4256,17,15438,8497.2,1.82,2279
C8689,3,4,2,2,1,65,5740,1683,0.4309,3.41,1002,5.73,0.5954,21,91182,5453.0,16.72,3905
C4510,3,4,3,1,5,268,2670,267,0.216,10.0,253,10.55,0.9476,10,20240,2616.6,7.74,1236
C1739,1,4,2,4,4,287,4520,881,0.1416,5.13,78,57.95,0.0885,24,4368,4610.4,0.95,6221
C2962,2,1,1,4,2,114,3550,1448,0.1509,2.45,1268,2.8,0.8757,7,45648,3479.0,13.12,9595
C2934,1,2,1,4,1,302,3600,751,0.1244,4.79,304,11.84,0.4048,24,24624,3780.0,6.51,6036
C7251,1,2,1,4,5,168,2400,624,0.4548,3.85,475,5.05,0.7612,27,71250,2328.0,30.61,1372
C2717,4,2,2,5,5,63,8480,1244,0.3967,6.82,935,9.07,0.7516,29,105655,8056.0,13.12,3135
C4204,2,2,1,4,2,48,9140,433,0.0539,21.11,67,136.42,0.1547,29,2680,9597.0,0.28,8033
C7879,2,2,2,4,3,36,4600,1989,0.2464,2.31,532,8.65,0.2675,13,98420,4784.0,20.57,8072
C8192,5,4,2,3,5,103,4190,1293,0.4052,3.24,1076,3.89,0.8322,21,157096,4022.4,39.06,3191
C8384,5,2,2,1,3,319,6630,931,0.1991,7.12,476,13.93,0.5113,13,19040,6563.7,2.9,4676
C8473,4,2,2,3,2,144,7090,631,0.2207,11.24,460,15.41,0.729,11,45540,7373.6,6.18,2859
C5468,4,1,3,4,5,282,9700,1123,0.2337,8.64,912,10.64,0.8121,7,76608,9312.0,8.23,4805
C6459,1,1,1,3,5,73,6840,918,0.1259,7.45,676,10.12,0.7364,12,122356,7045.2,17.37,7291
C1795,2,4,3,3,4,110,6900,1883,0.2058,3.66,197,35.03,0.1046,29,16154,7245.0,2.23,9149
C6858,4,2,3,5,3,302,9960,1747,0.1972,5.7,540,18.44,0.3091,8,80460,10258.8,7.84,8859
C5457,2,3,3,1,4,35,4390,137,0.0168,32.04,37,118.65,0.2701,11,7030,4390.0,1.6,8154
C6715,4,3,3,5,4,109,3450,1325,1.1116,2.6,375,9.2,0.283,11,60750,3346.5,18.15,1191
C8175,2,2,3,3,2,85,3520,1644,0.6244,2.14,1237,2.85,0.7524,18,141018,3555.2,39.67,2632
C8313,5,4,1,4,4,95,4470,1273,0.1615,3.51,1109,4.03,0.8712,25,136407,4380.6,31.14,7882
C6429,2,4,1,1,4,181,5320,1433,0.2535,3.71,182,29.23,0.127,8,20748,5586.0,3.71,5652
C6366,5,2,2,3,1,50,2200,1975,1.7026,1.11,792,2.78,0.401,14,83160,2156.0,38.57,1159
C2108,3,4,2,2,4,234,3890,1423,0.1823,2.73,855,4.55,0.6008,14,119700,3890.0,30.77,7805
C2439,1,1,2,3,3,37,5210,524,0.0611,9.94,263,19.81,0.5019,23,38135,5470.5,6.97,8576
C9899,1,4,2,3,1,289,6040,312,0.2342,19.36,294,20.54,0.9423,7,52038,6160.8,8.45,1332
C8258,4,4,1,1,2,98,5410,1857,0.2067,2.91,1070,5.06,0.5762,19,191530,5193.6,36.88,8984
C4606,4,1,3,1,2,328,2630,503,0.1065,5.23,334,7.87,0.664,10,28390,2524.8,11.24,4723
C9813,1,1,2,4,5,129,2160,702,0.1137,3.08,431,5.01,0.614,12,39221,2160.0,18.16,6174
C2298,4,2,3,4,2,164,5730,497,0.0692,11.53,321,17.85,0.6459,8,41730,5730.0,7.28,7182
C8676,2,2,1,4,5,38,7590,1556,0.2244,4.88,458,16.57,0.2943,7,70532,7286.4,9.68,6934
C2738,2,2,2,4,4,211,9300,825,0.0837,11.27,714,13.03,0.8655,26,99960,9207.0,10.86,9856
C3114,2,1,3,4,4,67,8180,1156,0.1889,7.08,228,35.88,0.1972,28,43548,7934.6,5.49,6119
C5327,2,3,1,3,3,333,8320,1417,0.5329,5.87,308,27.01,0.2174,17,38192,8569.6,4.46,2659
C8026,4,4,2,5,1,159,8830,1535,0.2441,5.75,441,20.02,0.2873,7,62622,8918.3,7.02,6288
C4487,4,3,2,4,3,52,4340,860,0.1003,5.05,19,228.42,0.0221,21,2489,4513.6,0.55,8574
C9199,2,1,2,5,2,208,6830,1513,1.3655,4.51,76,89.87,0.0502,25,13452,6898.3,1.95,1108
C8090,4,1,3,4,2,318,3080,1413,0.1445,2.18,110,28.0,0.0778,9,20570,3018.4,6.81,9778
C1630,5,1,1,3,1,330,2450,295,0.0414,8.31,243,10.08,0.8237,18,39123,2523.5,15.5,7125
C1925,2,1,2,2,4,292,4570,853,0.0959,5.36,571,8.0,0.6694,15,56529,4615.7,12.25,8894
C5875,1,3,2,4,2,25,9680,630,0.0806,15.37,17,569.41,0.027,23,663,9486.4,0.07,7816
C6988,3,1,1,2,4,126,8390,515,0.1152,16.29,143,58.67,0.2777,29,27885,8390.0,3.32,4470
C2258,1,3,2,1,1,1,6770,82,0.0086,82.56,75,90.27,0.9146,24,11625,6431.5,1.81,9534
C5241,4,3,2,5,4,16,3020,1293,0.2654,2.34,831,3.63,0.6427,13,124650,3050.2,40.87,4871
C9165,3,4,1,5,4,236,6960,1255,0.1389,5.55,1125,6.19,0.8964,9,43875,6960.0,6.3,9035
C8049,2,3,3,2,2,58,7810,365,0.0519,21.4,158,49.43,0.4329,10,22120,8200.5,2.7,7032
C4035,2,3,1,5,1,47,4180,239,0.0358,17.49,153,27.32,0.6402,7,20655,4012.8,5.15,6675
C9173,1,1,2,4,5,70,8160,1388,0.4085,5.88,139,58.71,0.1001,29,14317,7752.0,1.85,3397
C7687,4,2,1,2,3,118,9080,415,0.1203,21.88,151,60.13,0.3639,30,6946,8626.0,0.81,3449
C3628,5,1,1,5,5,116,8170,1302,0.6045,6.27,1192,6.85,0.9155,22,127544,7924.9,16.09,2153
C9623,3,4,1,1,3,81,6050,378,0.038,16.01,18,336.11,0.0476,23,2880,5868.5,0.49,9947
C8240,2,3,2,1,1,225,9460,1828,0.4627,5.18,1041,9.09,0.5695,14,125961,9460.0,13.32,3950
C5836,3,4,2,2,1,21,3560,703,0.0807,5.06,567,6.28,0.8065,30,96390,3382.0,28.5,8711
C9381,2,4,1,1,1,273,6180,308,0.0934,20.06,277,22.31,0.8994,16,30193,5994.6,5.04,3297
C1049,4,2,1,4,1,276,7690,1775,0.3241,4.33,179,42.96,0.1008,23,19690,7305.5,2.7,5476
C7472,2,4,2,4,3,104,4350,912,0.1377,4.77,735,5.92,0.8059,11,127155,4350.0,29.23,6623
C8290,2,1,1,2,1,15,7590,716,0.093,10.6,475,15.98,0.6634,28,66025,7514.1,8.79,7698
C2226,4,2,1,3,4,303,2880,1161,0.3454,2.48,873,3.3,0.7519,9,96903,2822.4,34.33,3361
C3689,2,3,3,2,1,133,4360,922,0.0969,4.73,575,7.58,0.6236,19,108100,4185.6,25.83,9514
C2771,2,1,2,5,4,4,5640,1753,0.1945,3.22,122,46.23,0.0696,16,8052,5922.0,1.36,9012
C7194,3,4,3,1,5,247,2370,1021,0.1268,2.32,80,29.62,0.0784,21,14800,2346.3,6.31,8052
C1200,4,3,1,2,5,61,3100,1362,0.9834,2.28,390,7.95,0.2863,29,61230,3038.0,20.15,1384
C6836,1,3,3,5,2,87,9990,1825,0.192,5.47,22,454.09,0.0121,13,1210,9590.4,0.13,9505
C6926,2,4,1,2,2,171,3170,1646,0.309,1.93,1482,2.14,0.9004,10,195624,3138.3,62.33,5326
C9240,4,2,3,3,2,241,5780,153,0.1171,37.78,26,222.31,0.1699,28,4784,5722.2,0.84,1306
C7751,2,3,1,5,4,302,9850,908,0.2651,10.85,128,76.95,0.141,12,22400,9653.0,2.32,3425
C3358,2,4,2,5,5,291,4400,1469,1.3665,3.0,472,9.32,0.3213,9,71744,4444.0,16.14,1075
C7878,1,2,1,3,1,31,9090,1165,0.1638,7.8,1064,8.54,0.9133,9,43624,9453.6,4.61,7112
C5220,2,4,2,4,4,54,5330,645,0.108,8.26,380,14.03,0.5891,10,38380,5223.4,7.35,5972
C2657,1,2,3,3,3,272,9230,1547,0.2176,5.97,1081,8.54,0.6988,18,63779,9691.5,6.58,7109
C6375,3,3,3,2,3,186,4210,395,0.1511,10.66,276,15.25,0.6987,22,40848,4294.2,9.51,2614
C9433,5,1,2,3,3,20,9540,777,0.1507,12.28,121,78.84,0.1557,13,10164,9253.8,1.1,5155
C3313,3,2,1,3,5,56,5060,472,0.0474,10.72,416,12.16,0.8814,21,78624,5211.8,15.09,9957
C7903,1,1,3,1,5,242,6820,1503,0.6737,4.54,659,10.35,0.4385,13,44153,6615.4,6.67,2230
C3456,5,4,3,2,4,290,5850,877,0.0942,6.67,529,11.06,0.6032,17,58719,6142.5,9.56,9309
C5439,5,3,3,3,5,47,9130,1659,0.1726,5.5,1550,5.89,0.9343,21,300700,9221.3,32.61,9611
C8842,1,4,1,1,3,21,2060,1000,0.11,2.06,602,3.42,0.602,12,70434,1998.2,35.25,9090
C3479,1,2,2,4,5,142,3520,1001,0.3055,3.52,952,3.7,0.951,8,104720,3414.4,30.67,3276
C8774,5,2,3,1,2,294,5710,1009,0.1505,5.66,1002,5.7,0.9931,20,185370,5652.9,32.79,6704
C6699,2,4,2,3,1,163,6510,1944,1.7851,3.35,328,19.85,0.1687,21,46576,6835.5,6.81,1089
C4621,1,3,3,1,4,18,7880,527,0.4524,14.95,369,21.36,0.7002,8,60885,7722.4,7.88,1164
C1848,4,4,3,5,3,13,6490,322,0.0731,20.16,133,48.8,0.413,10,8911,6165.5,1.45,4404
C6429,3,4,3,3,4,132,5850,333,0.0578,17.57,71,82.39,0.2132,28,12496,5674.5,2.2,5761
C6111,5,3,2,4,2,5,7580,1552,0.1737,4.88,594,12.76,0.3827,17,65340,7807.4,8.37,8934
C6456,1,4,1,4,5,101,2670,710,0.4587,3.76,591,4.52,0.8324,16,63828,2670.0,23.91,1547
C6035,5,2,2,3,3,113,6650,1189,0.1306,5.59,373,17.83,0.3137,13,34316,6783.0,5.06,9104
C3362,4,2,1,1,5,139,5710,1391,0.2069,4.1,1263,4.52,0.908,30,42942,5995.5,7.16,6723
C3387,5,3,2,1,5,251,6430,1357,0.1367,4.74,647,9.94,0.4768,19,108049,6108.5,17.69,9926
C8533,4,2,1,5,3,5,4750,126,0.0173,37.7,15,316.67,0.119,24,1680,4560.0,0.37,7283
C2939,3,1,2,3,4,199,3520,1231,0.9038,2.86,947,3.72,0.7693,7,154361,3484.8,44.3,1362
C1156,2,3,3,4,1,196,9360,229,0.1842,40.87,108,86.67,0.4716,13,8100,8985.6,0.9,1243
C2767,1,3,2,5,2,178,8230,225,0.0698,36.58,220,37.41,0.9778,15,24200,7983.1,3.03,3223
C5928,5,1,3,5,3,157,7530,981,0.4171,7.68,217,34.7,0.2212,8,26474,7605.3,3.48,2351
C2763,1,1,2,3,5,92,5210,542,0.19,9.61,267,19.51,0.4926,14,51264,5157.9,9.94,2852
C3209,1,1,1,4,4,132,9360,248,0.068,37.74,202,46.34,0.8145,13,31310,9828.0,3.19,3647
C1656,5,4,2,4,3,260,5380,1184,0.2057,4.54,363,14.82,0.3066,22,59169,5272.4,11.22,5755
C3794,5,2,2,5,5,89,7540,141,0.0174,53.48,95,79.37,0.6738,28,9405,7163.0,1.31,8103
C4156,1,3,3,3,2,57,9400,1647,0.357,5.71,1015,9.26,0.6163,9,192850,9024.0,21.37,4613
C3846,1,1,1,1,1,21,5000,1784,1.6783,2.8,1185,4.22,0.6642,11,104280,5100.0,20.45,1062
C7114,5,4,2,1,3,284,5650,1156,0.223,4.89,885,6.38,0.7656,13,152220,5876.0,25.91,5183
C6882,1,2,1,5,5,151,2430,1922,0.3174,1.26,194,12.53,0.1009,18,29682,2430.0,12.21,6055
C9366,2,1,3,3,1,8,3320,99,0.0183,33.54,44,75.45,0.4444,29,2596,3452.8,0.75,5409
C4637,1,1,2,3,3,314,3410,657,0.171,5.19,82,41.59,0.1248,28,4182,3546.4,1.18,3842
C6727,1,3,1,3,3,164,8800,1727,0.2575,5.1,734,11.99,0.425,10,67528,8448.0,7.99,6706
C9915,2,3,1,4,3,239,4500,995,0.1024,4.52,417,10.79,0.4191,15,79647,4275.0,18.63,9716
C7861,5,1,2,1,3,321,5000,1971,0.4888,2.54,1512,3.31,0.7671,15,198072,4800.0,41.27,4032
C9652,4,4,3,2,2,76,4250,1982,0.3358,2.14,98,43.37,0.0494,28,18816,4335.0,4.34,5902
C4568,4,4,1,1,1,207,8740,1679,0.1941,5.21,460,19.0,0.274,18,87400,9177.0,9.52,8650
C7036,4,2,2,2,4,252,3970,1653,0.32,2.4,418,9.5,0.2529,25,22154,3930.3,5.64,5165
C2847,2,4,3,3,1,303,4590,1470,0.2036,3.12,961,4.78,0.6537,14,77841,4681.8,16.63,7220
C3633,5,1,2,3,3,126,3170,276,0.035,11.49,174,18.22,0.6304,11,6438,3106.6,2.07,7885
C6532,5,1,3,3,1,222,8490,1462,0.2141,5.81,77,110.26,0.0527,9,2387,8150.4,0.29,6828
C7171,1,1,3,4,2,235,6750,123,0.0698,54.88,20,337.5,0.1626,16,3720,6615.0,0.56,1762
C8680,1,2,2,2,3,266,8630,1032,0.1566,8.36,875,9.86,0.8479,30,152250,8198.5,18.57,6590
C4282,1,2,1,3,5,210,3000,190,0.0288,15.79,167,17.96,0.8789,13,14696,3120.0,4.71,6597
C1443,2,1,1,2,1,7,3010,1109,0.7272,2.71,1013,2.97,0.9134,25,86105,2889.6,29.8,1525
C6593,2,3,1,2,4,277,6850,236,0.0275,29.03,48,142.71,0.2034,11,7488,6918.5,1.08,8581
C7547,5,3,3,3,1,228,2620,812,0.0891,3.23,430,6.09,0.5296,29,26230,2489.0,10.54,9113
C6634,1,3,1,5,3,51,4280,623,0.0876,6.87,331,12.93,0.5313,11,42699,4365.6,9.78,7111
C4626,1,2,3,4,5,67,5960,109,0.0142,54.68,20,298.0,0.1835,28,1260,6019.6,0.21,7676
C7132,4,4,1,4,5,60,6540,312,0.0501,20.96,276,23.7,0.8846,20,26772,6670.8,4.01,6227
C5390,2,3,1,2,2,71,9800,1029,0.4919,9.52,615,15.93,0.5977,14,92865,9408.0,9.87,2091
C6840,1,1,3,2,4,27,6510,1156,0.1698,5.63,1089,5.98,0.942,28,217800,6835.5,31.86,6808
C1614,3,3,3,5,2,10,2990,1273,0.2963,2.35,160,18.69,0.1257,9,26240,2840.5,9.24,4296
C6054,4,3,2,2,2,174,3060,1192,0.9675,2.57,511,5.99,0.4287,18,89425,3090.6,28.93,1232
C8542,2,2,2,1,2,138,4820,1035,0.274,4.66,498,9.68,0.4812,22,84660,4723.6,17.92,3777
C2802,4,3,1,2,1,83,4470,1616,0.7841,2.77,189,23.65,0.117,15,11529,4514.7,2.55,2060
C3686,2,4,2,3,5,324,3420,355,0.0502,9.63,32,106.88,0.0901,11,1440,3454.2,0.42,7071
C9031,4,2,3,5,1,47,5250,1387,0.1713,3.79,306,17.16,0.2206,24,11934,5302.5,2.25,8096
C9127,3,4,3,1,3,198,9270,790,0.1247,11.73,652,14.22,0.8253,20,74980,8991.9,8.34,6335
C3769,4,3,2,4,5,184,6210,512,0.0991,12.13,199,31.21,0.3887,22,38208,6334.2,6.03,5166
C3775,2,2,3,1,1,83,8720,715,0.1595,12.2,423,20.61,0.5916,19,57951,8807.2,6.58,4482
C8123,1,1,1,4,4,136,6420,1875,0.2032,3.42,1238,5.19,0.6603,19,246362,6484.2,37.99,9227
C6281,5,3,2,3,2,296,2300,875,0.2291,2.63,251,9.16,0.2869,24,15562,2323.0,6.7,3819
C4443,3,2,2,4,2,75,3150,1393,0.3078,2.26,570,5.53,0.4092,11,19950,3276.0,6.09,4525
C8018,4,2,2,3,1,288,5930,64,0.0064,92.66,37,160.27,0.5781,10,4884,5692.8,0.86,10000
C9486,2,2,1,4,2,70,4770,1219,0.2655,3.91,590,8.08,0.484,19,90860,4817.7,18.86,4591
C9053,3,3,3,4,3,256,4670,249,0.1424,18.76,118,39.58,0.4739,17,22656,4529.9,5.0,1748
C2451,4,1,3,1,3,5,3430,50,0.0209,68.6,16,214.38,0.32,15,656,3498.6,0.19,2392
C4562,1,1,3,2,1,87,6820,1638,0.4583,4.16,1330,5.13,0.812,7,93100,7092.8,13.13,3574
C2122,4,2,1,1,4,156,9850,1252,0.1961,7.87,400,24.62,0.3195,27,38400,9751.5,3.94,6384
C2836,4,1,2,3,5,256,8530,1994,0.241,4.28,1043,8.18,0.5231,22,38591,8103.5,4.76,8273
C9075,3,3,2,4,5,115,5560,919,0.7936,6.05,34,163.53,0.037,21,5576,5337.6,1.04,1158
C2555,2,3,2,2,5,303,5330,718,0.1254,7.42,497,10.72,0.6922,18,43239,5543.2,7.8,5725
C5539,3,2,3,3,1,325,5060,971,0.2113,5.21,403,12.56,0.415,25,51987,5110.6,10.17,4595
C6575,2,1,3,4,5,90,4880,432,0.0523,11.3,428,11.4,0.9907,18,14552,4782.4,3.04,8260
C4525,4,1,2,5,5,12,3150,1236,0.2179,2.55,333,9.46,0.2694,20,42624,3276.0,13.01,5672
C9155,1,2,2,3,2,6,2980,1595,0.4894,1.87,778,3.83,0.4878,15,49014,3009.8,16.28,3259
C5279,3,4,2,4,1,98,3800,1578,0.19,2.41,1208,3.15,0.7655,22,192072,3648.0,52.65,8305
C7947,5,4,2,3,4,69,4850,1755,0.1994,2.76,65,74.62,0.037,22,7215,4898.5,1.47,8801
C7706,3,3,1,2,2,228,4500,195,0.0276,23.08,109,41.28,0.559,21,21473,4275.0,5.02,7065
C4321,2,2,3,1,3,64,8660,976,0.1211,8.87,332,26.08,0.3402,23,27556,8400.2,3.28,8059
C7396,5,4,1,5,3,204,3180,1526,0.2265,2.08,1011,3.15,0.6625,16,89979,3084.6,29.17,6737
C2842,4,1,3,5,2,170,4540,984,0.1494,4.61,936,4.85,0.9512,22,46800,4494.6,10.41,6586
C9396,2,2,1,2,4,241,4820,204,0.0343,23.63,176,27.39,0.8627,16,7744,4820.0,1.61,5947
C5946,1,2,1,4,4,140,8420,1985,0.833,4.24,1086,7.75,0.5471,15,99912,8841.0,11.3,2382
C6327,1,2,1,5,5,212,4040,1943,0.6782,2.08,981,4.12,0.5049,7,155979,4080.4,38.23,2864
C8089,3,3,2,3,4,254,6490,468,0.0745,13.87,415,15.64,0.8868,7,73455,6425.1,11.43,6281
C9690,5,1,1,1,2,299,7160,938,0.1042,7.63,530,13.51,0.565,21,56710,7231.6,7.84,9001
C2312,1,2,3,3,1,277,5200,1650,0.1831,3.15,1073,4.85,0.6503,10,109446,5096.0,21.48,9011
C5263,3,3,1,1,2,139,4540,188,0.0491,24.15,161,28.2,0.8564,14,20447,4403.8,4.64,3828
C9749,2,1,2,5,5,205,6900,410,0.0827,16.83,107,64.49,0.261,19,19260,7038.0,2.74,4957
C9990,2,2,1,1,5,119,4590,521,0.3127,8.81,397,11.56,0.762,30,69872,4360.5,16.02,1666
C7488,1,2,3,2,4,265,8620,1266,0.1609,6.81,943,9.14,0.7449,20,128248,8706.2,14.73,7868
C5896,1,2,3,3,2,90,7530,110,0.0386,68.45,108,69.72,0.9818,15,15336,7605.3,2.02,2849
C1179,1,3,1,2,2,261,5180,642,0.0722,8.07,570,9.09,0.8879,9,84360,5231.8,16.12,8891
C5246,2,3,1,1,2,318,6200,1712,0.1859,3.62,1367,4.54,0.7985,24,170875,5952.0,28.71,9209
C8003,1,2,1,4,4,126,7140,1225,0.2091,5.83,168,42.5,0.1371,24,15792,6997.2,2.26,5858
C2739,4,3,1,3,1,14,5200,84,0.018,61.9,30,173.33,0.3571,14,5220,5252.0,0.99,4666
C7985,2,2,2,4,4,26,9480,77,0.0238,123.12,67,141.49,0.8701,28,10988,9669.6,1.14,3235
C5803,2,4,3,5,2,181,4790,1117,0.3214,4.29,673,7.12,0.6025,20,29612,4694.2,6.31,3475
C4848,1,2,1,4,3,273,7960,997,0.171,7.98,168,47.38,0.1685,27,30912,7562.0,4.09,5830
C7073,5,1,3,4,3,249,6030,1409,0.1547,4.28,921,6.55,0.6537,20,184200,6030.0,30.55,9107
C3177,5,2,3,4,1,86,9090,1769,0.2635,5.14,1606,5.66,0.9079,21,276232,8817.3,31.33,6713
C8683,4,2,2,5,1,243,6980,104,0.0185,67.12,45,155.11,0.4327,29,2295,7329.0,0.31,5621
C6119,3,2,1,4,5,224,4960,1807,0.556,2.74,47,105.53,0.026,21,8319,4860.8,1.71,3249
C4126,4,2,3,2,5,247,2130,518,0.0521,4.11,32,66.56,0.0618,23,5920,2023.5,2.93,9942
C7290,3,1,2,2,4,191,6070,1051,0.1978,5.78,447,13.58,0.4253,8,16539,6070.0,2.72,5313
C4977,2,2,1,5,3,58,5300,909,0.1209,5.83,422,12.56,0.4642,29,16458,5565.0,2.96,7518
C7571,2,2,2,5,3,25,7530,760,0.2116,9.91,383,19.66,0.5039,27,45194,7755.9,5.83,3591
